,NVDA,GOOGL,GOOG,AAPL,MSFT,AMZN,AVGO,META,TSLA,WMT,BRK-B,LLY,JPM,MU,XOM,V,AMD,INTC,JNJ,ORCL,COST,MA,CAT,CVX,BAC,CSCO,NFLX,ABBV,LRCX,KO,PG,UNH,AMAT,PLTR,HD,GE,MS,GEV,GS,MRK,PM,TXN,WFC,RTX,LIN,KLAC,C,AXP,IBM,ANET,PEP,TMUS,SNDK,MCD,NEE,VZ,ADI,QCOM,T,DIS,AMGN,BA,TMO,STX,TJX,BLK,APH,GILD,APP,SCHW,WDC,ISRG,ETN,UNP,DE,CRM,ABT,WELL,BX,PFE
2015-02-26,18.31,479.33,43.95,10.3,26.82,320.77,142.18,92.77,21.12,93.86,231.05,90.18,109.83,169.16,209.28,73.34,136.13,56.28,66.94,122.48,194.98,139.89,128.72,189.64,184.81,52.46,159.62,111.52,48.78,158.25,178.03,64.25,159.45,149.87,187.01,170.91,133.19,120.47,104.72,163.79,141.05,153.25,210.81,172.55,73.14,132.08,81.48,156.3,140.22,85.16,215.94,202.96,95.16,159.11,115.23,105.02,213.85,206.21,134.44,179.63,62.49,172.2,160.72,135.36,133.34,192.01,186.97,103.64,193.27,68.4,131.11,52.91,166.14,222.95,67.05,68.09,85.57,146.31,175.88,61.24
2015-02-27,18.1,482.38,42.83,10.23,26.66,320.83,143.67,97.9,22.19,92.95,226.61,92.17,108.76,171.55,210.69,73.83,136.76,56.45,66.93,119.38,198.06,142.61,130.25,192.58,182.34,52.29,160.21,114.04,49.22,161.56,176.95,62.42,159.31,150.83,181.02,168.5,131.97,119.4,107.97,160.14,144.95,155.55,213.94,168.73,75.38,132.7,81.3,158.16,142.45,85.18,217.41,202.82,94.92,160.59,114.35,110.04,211.9,200.74,136.22,178.5,62.42,177.08,162.18,131.33,133.44,188.21,188.66,105.47,194.12,69.6,130.03,54.23,165.96,218.51,66.7,68.19,82.95,145.85,177.25,61.22
2015-03-02,17.36,476.35,43.21,10.47,26.35,321.72,143.46,97.33,22.79,89.92,228.17,90.85,112.5,173.59,205.26,72.36,140.35,56.61,67.29,120.75,198.4,144.11,127.15,194.62,183.79,50.71,164.18,115.47,50.25,162.16,183.15,65.54,158.35,148.87,184.62,168.27,134.41,119.31,107.03,161.29,146.9,159.28,217.36,167.25,74.01,128.61,80.49,154.96,144.17,85.69,217.04,204.89,93.2,158.88,112.63,110.02,212.87,199.48,137.51,178.15,63.03,181.13,159.56,133.5,138.24,193.72,182.07,106.63,192.67,69.89,126.76,56.08,162.69,214.66,67.07,67.67,86.04,144.91,177.65,60.63
2015-03-03,16.99,482.53,44.0,10.45,26.35,319.54,135.16,99.07,23.36,89.64,234.95,89.44,112.13,179.27,203.85,72.1,139.02,55.51,64.31,117.43,195.21,143.62,127.23,198.56,183.77,51.63,166.1,115.19,49.27,159.47,187.79,66.32,160.2,148.38,184.88,164.4,130.92,122.23,107.54,161.53,152.82,157.56,214.88,170.66,72.36,130.7,79.15,150.89,149.89,84.27,220.53,203.17,93.74,158.2,112.65,109.31,212.68,196.11,139.32,178.32,63.0,185.25,163.45,134.33,134.03,185.55,183.24,106.5,192.05,68.6,127.44,56.29,164.43,216.71,65.62,66.2,86.98,143.82,178.19,61.8
2015-03-04,16.47,492.38,44.59,10.65,27.11,323.64,137.6,99.61,23.45,89.7,231.04,85.89,114.56,177.44,209.3,70.88,136.39,54.29,62.05,120.21,198.54,143.2,126.47,196.47,189.39,52.26,167.84,115.1,47.41,163.41,189.07,64.83,155.66,149.65,187.99,163.09,131.27,122.51,104.35,156.98,158.94,153.07,217.39,177.55,73.82,132.3,80.21,147.31,147.6,81.52,228.88,205.43,93.78,156.83,109.64,107.6,210.6,194.43,142.23,173.95,63.78,187.52,161.5,133.74,136.05,190.84,185.54,107.11,193.41,67.68,126.84,57.45,168.26,217.06,65.56,65.27,84.12,146.96,188.68,61.77
2015-03-05,16.54,495.58,46.13,10.79,27.17,322.75,140.48,96.14,22.78,88.29,244.79,84.36,109.89,180.86,210.26,70.95,135.3,54.22,63.66,122.42,199.27,146.14,124.31,195.03,192.3,51.96,165.82,116.87,47.67,164.32,191.05,64.84,158.31,149.95,183.13,163.03,125.76,122.54,103.94,156.07,162.25,154.38,205.73,186.08,74.16,129.34,79.73,149.93,142.43,81.85,228.77,204.85,93.25,157.7,110.59,105.23,212.3,195.48,147.32,175.27,63.68,184.33,162.0,127.97,137.41,191.48,186.37,112.3,196.33,68.67,126.9,56.64,166.54,221.65,61.05,62.77,85.82,151.76,193.8,61.79
2015-03-06,16.83,510.15,44.61,10.73,27.66,308.76,146.13,99.89,22.06,86.66,244.02,83.83,112.68,187.02,207.23,70.45,135.74,53.68,61.79,121.38,199.09,148.79,123.49,197.53,193.74,52.49,162.18,117.08,48.06,165.46,188.09,65.98,154.18,149.64,181.87,162.92,127.26,121.02,106.13,157.15,164.78,155.02,204.27,186.99,73.82,131.08,80.48,146.72,142.05,80.34,229.08,199.85,96.71,157.52,109.96,99.44,211.36,197.71,151.6,174.74,65.08,182.6,166.25,133.6,137.62,194.2,187.14,117.25,186.66,68.68,127.1,56.94,168.58,218.36,63.5,62.05,85.1,150.97,199.04,62.02
2015-03-09,17.33,513.18,44.94,10.6,27.74,312.39,146.14,99.12,22.96,86.82,244.29,84.23,116.52,190.33,208.48,70.96,139.98,54.33,60.62,121.12,204.95,146.22,124.76,197.31,195.4,51.41,161.34,113.94,48.67,165.65,185.01,67.08,156.48,151.08,181.35,163.29,124.78,122.06,105.31,158.36,166.19,156.58,201.53,186.43,74.63,130.95,79.78,146.81,144.02,83.53,235.61,199.64,95.4,158.52,107.94,104.02,215.86,197.34,148.79,177.09,65.17,184.97,167.9,135.17,138.27,203.97,182.5,116.09,190.29,66.56,123.86,58.64,170.28,224.2,64.11,61.4,86.13,150.53,205.07,61.02
2015-03-10,17.73,503.81,44.02,10.61,28.1,307.62,148.13,96.18,23.5,86.61,246.14,85.6,117.06,194.02,208.58,71.42,136.11,55.33,59.61,123.2,202.76,143.25,125.4,197.48,196.45,51.13,163.84,111.61,48.93,167.84,180.87,66.01,159.21,156.77,180.76,158.04,123.24,120.17,104.49,161.44,165.83,156.78,195.95,189.05,75.9,127.27,80.42,154.18,138.63,84.04,237.15,200.13,95.79,157.74,109.5,108.45,220.55,194.76,146.02,168.73,64.72,180.38,171.7,137.28,141.03,197.58,184.38,113.69,184.66,66.94,120.78,59.2,171.72,216.4,64.18,63.42,84.08,150.05,205.32,60.75
2015-03-11,18.09,518.11,43.87,10.6,27.91,305.57,144.51,94.96,23.1,86.83,239.22,84.11,118.52,194.98,209.83,70.16,134.86,54.74,59.59,122.7,203.65,142.54,124.73,205.22,198.32,51.93,164.75,108.69,49.07,167.81,182.95,66.11,157.15,156.86,181.38,156.8,121.45,120.32,104.26,156.78,161.11,154.27,193.91,185.23,76.63,126.22,82.01,147.68,140.21,81.96,235.97,199.65,93.49,159.77,107.21,111.86,219.15,195.75,143.62,169.48,65.1,177.83,171.54,133.84,142.58,201.85,181.93,116.38,181.35,65.86,120.79,61.42,171.6,214.43,65.79,63.27,83.81,146.76,196.25,60.18
2015-03-12,18.1,511.34,43.73,10.42,27.8,315.43,141.02,94.56,22.3,85.42,235.69,84.03,120.3,196.17,208.47,71.02,127.67,53.44,59.31,121.49,205.06,143.43,122.13,202.1,203.2,51.0,169.05,107.55,48.68,172.76,180.41,67.46,158.54,155.22,183.97,156.77,124.22,122.5,107.73,155.7,166.5,156.19,186.72,185.34,77.52,125.86,83.13,147.8,141.8,83.23,243.39,197.16,92.48,161.19,105.39,112.05,226.47,192.46,142.98,169.45,65.19,180.29,169.35,137.83,143.32,199.21,185.53,115.14,180.29,64.45,120.72,63.28,171.9,219.7,66.6,64.19,83.81,145.25,197.96,61.09
2015-03-13,17.74,518.53,45.55,10.37,27.51,326.75,144.69,96.11,22.95,85.0,238.05,86.13,121.44,192.99,209.08,71.18,134.53,53.85,58.56,121.83,198.62,139.34,123.12,204.0,200.32,51.81,166.12,112.28,48.31,175.55,177.62,68.28,156.97,152.9,181.39,156.85,128.88,117.56,102.69,158.19,166.46,156.23,184.74,189.69,78.38,127.03,82.47,145.87,142.5,86.47,244.17,198.36,92.37,160.85,107.36,111.1,225.02,194.56,144.37,168.62,65.04,179.98,166.88,137.19,141.25,204.8,185.44,114.93,170.8,65.04,119.92,62.53,173.49,215.43,67.84,63.85,83.36,147.24,196.22,60.23
2015-03-16,17.07,534.08,45.37,10.24,27.61,322.04,145.52,94.54,22.73,84.03,237.96,85.67,121.23,183.23,210.13,70.1,133.89,54.02,57.67,124.52,195.06,135.28,120.85,204.64,204.42,51.81,169.9,111.94,47.8,178.72,180.46,68.71,157.39,152.67,179.89,158.81,130.36,121.07,103.33,156.8,167.57,157.54,184.28,183.26,77.23,128.69,83.32,144.88,141.78,87.98,243.11,201.03,92.14,163.4,105.48,111.66,224.83,193.76,147.78,167.17,63.67,184.75,165.94,134.33,138.48,210.5,188.35,114.18,175.28,64.89,122.38,62.84,171.53,213.32,64.67,62.82,83.33,147.99,195.82,61.68
2015-03-17,17.65,537.56,45.44,10.36,27.64,326.33,149.24,100.72,22.11,84.23,233.51,86.76,119.76,184.6,212.47,70.21,138.25,54.4,58.48,121.4,195.73,134.55,120.27,208.13,200.73,50.56,165.64,113.6,47.94,177.13,177.74,69.05,161.62,153.17,178.83,157.0,130.62,124.26,107.73,154.67,169.24,156.82,183.58,190.1,78.96,124.7,81.91,143.45,144.65,89.36,236.95,194.51,91.14,161.53,103.33,112.52,230.84,191.33,147.13,168.67,65.59,186.4,165.0,134.34,139.1,214.27,190.04,111.98,177.59,65.82,122.1,61.38,167.0,216.57,65.78,62.35,84.78,148.07,203.7,63.42
2015-03-18,17.56,524.01,46.14,10.55,27.87,323.96,148.53,98.35,22.46,83.76,239.15,88.25,121.57,181.3,215.79,71.93,134.3,54.79,58.21,119.67,196.81,136.12,118.54,201.54,203.32,50.86,166.18,112.42,48.65,178.17,178.95,66.02,161.92,156.64,178.45,157.99,127.76,125.22,106.68,149.85,171.88,154.76,184.13,188.68,79.76,124.93,82.69,138.65,142.56,87.88,239.48,198.16,90.23,162.47,103.4,113.61,229.12,184.95,145.17,168.69,64.37,179.77,165.51,140.36,142.88,213.15,188.65,112.68,176.38,63.71,125.51,60.07,164.42,217.97,64.99,63.24,82.93,144.24,198.94,63.02
2015-03-19,17.39,517.34,46.29,10.37,27.35,320.48,154.83,100.3,22.96,83.55,241.31,87.21,118.87,180.52,211.73,71.87,139.23,54.48,57.8,118.94,198.26,137.45,118.97,200.29,202.87,52.29,161.65,110.1,48.45,175.92,180.48,66.41,165.74,149.89,183.7,157.61,130.1,124.62,110.78,148.28,171.49,154.91,187.26,191.13,79.21,124.64,83.32,139.27,142.43,88.99,239.23,201.35,90.99,163.87,102.81,114.78,225.26,184.71,148.41,168.37,65.27,177.44,159.51,139.18,142.14,222.57,192.1,110.76,174.93,63.94,125.46,60.97,164.43,223.06,65.38,62.4,83.1,147.4,206.55,64.24
2015-03-20,18.03,528.0,47.75,10.63,27.65,318.19,156.63,95.08,22.18,81.96,240.8,85.44,120.41,178.2,207.81,70.47,142.49,54.5,56.49,122.5,198.21,137.22,115.67,202.38,202.63,51.72,158.01,112.87,48.56,184.08,178.21,65.19,164.93,152.47,185.65,151.63,133.23,125.33,110.4,148.1,170.65,153.95,188.84,192.52,80.26,121.89,81.79,136.26,139.38,87.11,241.01,211.14,92.18,166.68,99.22,116.31,228.25,182.96,150.49,169.43,65.14,171.11,157.87,142.66,138.63,216.52,187.38,111.75,172.52,63.51,123.33,61.05,165.71,224.44,63.87,63.82,83.93,147.36,207.06,64.84
2015-03-23,17.56,529.09,48.41,10.64,27.63,307.07,154.02,95.55,21.84,80.47,252.86,88.12,118.71,177.78,205.05,71.25,138.52,55.11,57.34,125.49,196.54,136.81,117.09,202.9,201.21,52.38,158.05,108.82,48.69,189.45,179.84,66.07,159.91,154.39,185.22,155.32,129.6,122.92,114.88,142.32,170.53,152.57,185.79,194.62,80.9,119.25,81.63,132.28,133.88,86.22,239.39,210.34,92.21,166.81,100.14,117.95,223.25,184.23,153.15,171.96,63.93,169.35,157.61,139.12,134.84,222.16,186.61,111.18,168.91,63.94,121.25,61.59,165.05,223.17,64.12,62.52,84.68,146.74,207.99,62.56
2015-03-24,17.98,528.83,48.89,10.48,27.72,308.43,152.64,96.05,22.38,81.27,247.55,88.76,116.06,178.08,212.6,72.86,138.7,55.41,59.81,123.46,200.06,139.04,117.12,203.34,198.84,52.93,155.51,107.51,48.42,189.18,178.38,62.06,155.83,150.37,181.67,157.91,129.92,124.7,112.89,141.52,172.51,155.42,184.93,202.02,81.21,118.56,81.79,136.01,134.2,86.35,241.59,207.31,91.23,167.23,99.51,114.43,227.69,185.44,149.86,174.47,62.97,170.84,155.13,141.49,134.69,212.63,188.57,111.02,169.26,63.5,119.87,62.47,161.77,220.94,63.91,63.58,83.1,143.63,204.9,63.12
2015-03-25,18.2,536.33,47.53,10.6,28.01,310.14,148.5,93.48,23.68,82.04,240.97,86.96,112.13,181.87,207.63,71.73,134.32,56.84,60.63,123.57,192.29,140.7,118.46,200.77,196.0,52.88,153.34,104.95,48.36,187.83,179.76,61.19,154.35,153.05,178.56,155.05,133.46,118.8,115.9,139.38,166.25,152.72,185.02,209.3,81.55,120.58,82.34,133.5,134.89,86.06,243.79,203.52,92.97,166.19,97.15,113.85,229.86,184.32,150.8,176.97,61.68,173.96,155.38,143.88,136.47,209.71,194.74,107.77,173.04,61.94,120.42,63.38,159.33,223.66,67.72,62.5,83.17,142.59,204.29,62.62
2015-03-26,17.7,542.78,49.06,10.56,27.85,305.47,145.74,96.76,24.01,81.83,239.82,85.35,111.48,179.57,211.67,71.28,135.57,57.17,61.72,125.43,196.34,145.14,116.55,204.0,195.19,53.93,154.49,102.3,47.91,192.46,176.63,62.48,155.33,146.99,177.92,158.53,131.35,116.1,119.79,138.85,168.93,152.56,189.13,205.82,82.76,119.83,81.56,135.15,130.03,86.67,240.6,200.77,92.21,164.25,95.1,109.49,231.85,183.27,149.0,175.69,60.34,177.53,152.84,141.75,137.06,211.4,190.46,108.06,171.67,60.54,122.45,63.25,165.05,220.62,66.41,62.08,87.13,143.89,204.45,62.26
2015-03-27,17.69,546.85,48.49,10.55,29.45,312.32,145.2,98.05,23.63,81.62,241.09,85.31,113.58,180.13,208.2,71.5,141.37,57.42,63.03,127.63,193.21,144.41,118.68,206.69,194.57,54.27,155.17,105.02,47.36,197.91,178.7,62.22,158.81,141.97,178.32,156.67,129.32,115.15,118.53,139.31,174.43,149.23,186.25,208.77,81.66,116.28,82.83,136.68,130.07,87.64,237.93,205.01,93.16,163.07,95.12,107.53,233.33,182.06,152.89,171.44,61.43,174.41,150.3,142.16,138.69,212.21,189.01,105.69,166.22,60.74,123.1,62.15,169.04,221.0,65.31,61.81,87.79,143.62,213.89,62.47
2015-03-30,18.12,545.11,48.53,10.51,29.62,309.87,149.54,97.18,22.89,81.34,243.69,87.14,114.86,179.78,207.56,69.45,143.43,57.92,62.41,127.63,190.31,147.21,118.11,212.3,195.91,53.06,152.87,104.01,48.14,196.45,174.45,62.03,161.2,140.82,180.97,158.93,129.56,116.51,119.07,141.31,180.28,150.24,184.62,207.31,82.83,120.18,84.29,139.83,132.56,86.04,231.09,206.52,95.23,165.72,97.11,106.46,231.34,177.21,148.23,176.17,61.74,168.27,155.1,139.68,140.69,227.02,190.7,110.96,166.99,62.17,122.66,60.55,167.91,223.15,66.02,60.74,86.15,146.2,208.7,63.91
2015-03-31,18.52,541.88,48.15,10.33,29.6,306.75,149.76,98.31,22.98,82.74,239.89,88.4,114.32,178.99,208.43,71.37,143.85,59.45,62.24,128.0,191.37,146.35,115.04,213.09,205.94,52.0,156.66,105.0,48.6,196.92,178.25,62.53,160.4,137.97,182.34,161.45,125.59,117.97,119.84,139.61,179.91,151.35,189.63,210.64,81.54,118.13,83.29,138.58,132.68,84.76,232.97,206.47,93.8,163.61,96.83,107.67,227.09,176.53,144.66,178.42,61.61,165.78,155.32,141.78,140.83,229.03,194.91,114.38,169.5,62.53,122.36,59.28,168.9,220.45,64.71,60.78,87.91,145.17,205.83,67.13
2015-04-01,19.36,550.59,47.17,10.48,30.19,308.41,153.11,97.07,22.97,82.51,232.99,90.23,112.26,178.81,198.7,71.18,148.36,60.2,59.17,132.0,191.03,145.87,111.33,213.01,201.24,51.98,154.23,106.49,50.0,199.49,177.29,62.51,158.08,136.34,183.01,161.68,123.45,118.6,118.09,137.67,183.96,153.39,192.47,210.74,83.03,120.29,84.73,144.38,132.84,84.15,235.38,206.03,94.41,163.37,96.41,108.66,229.25,178.71,145.06,178.14,61.81,167.96,153.93,142.73,141.2,234.59,195.66,117.18,169.43,60.99,122.7,57.42,167.87,219.23,64.1,60.94,87.86,146.19,210.46,66.84
2015-04-02,19.62,555.37,46.23,10.43,29.83,300.48,152.94,99.99,21.27,81.84,235.88,89.91,115.33,182.99,205.72,71.38,148.24,59.76,60.21,132.05,188.58,147.2,114.36,214.2,202.03,52.85,155.8,106.87,49.14,200.87,171.09,62.85,158.65,137.38,185.27,161.5,121.08,119.08,111.95,141.0,187.78,152.2,192.68,213.51,80.21,123.85,86.98,147.6,136.84,84.4,232.0,197.71,95.06,166.16,97.51,107.25,231.73,178.17,149.84,178.52,61.51,165.8,153.65,139.92,139.39,239.07,192.5,117.36,167.19,61.35,120.02,57.29,169.68,216.94,62.11,61.45,90.8,149.36,211.12,67.57
2015-04-03,21.5,553.94,46.15,10.23,29.64,305.51,149.18,102.58,20.1,83.24,233.49,89.75,111.03,186.54,208.14,71.8,152.38,59.28,60.09,128.58,193.4,147.44,115.15,211.86,201.27,52.61,154.04,106.11,48.5,205.82,177.52,61.85,160.1,139.33,186.84,163.87,119.96,117.06,109.82,140.62,180.47,150.6,193.92,220.74,82.74,123.22,86.89,149.67,140.49,85.28,234.67,193.32,94.76,165.59,97.79,111.89,229.54,179.78,150.6,175.37,60.57,169.86,158.34,138.87,138.24,242.08,187.48,120.44,165.05,60.88,117.0,58.26,173.1,210.79,63.6,62.41,94.23,148.87,201.7,67.65
2015-04-06,20.95,563.79,44.8,10.33,29.95,303.87,151.31,103.4,18.46,82.31,234.04,88.64,111.42,185.49,209.5,71.68,146.83,59.31,59.28,128.7,197.09,146.18,116.77,210.99,202.04,54.37,155.42,101.58,49.08,215.88,176.92,60.71,163.07,140.11,190.29,167.19,122.8,115.83,107.77,138.65,182.76,149.47,195.84,216.9,83.62,117.0,88.03,150.96,139.33,88.39,238.82,197.14,94.34,169.39,95.07,114.96,230.25,173.34,147.44,173.37,59.14,172.8,164.22,137.14,135.74,243.58,186.35,128.89,162.44,60.73,118.17,56.6,172.11,205.68,65.08,62.63,94.08,150.74,208.97,66.66
2015-04-07,20.78,563.16,44.68,10.13,30.45,310.2,149.03,104.65,18.47,82.16,234.88,88.12,109.54,183.0,212.93,71.13,149.0,58.77,59.65,129.75,206.51,147.49,117.0,207.89,208.74,55.44,153.92,98.93,48.76,218.71,175.25,62.65,165.51,144.03,188.44,173.43,119.36,117.83,106.4,140.48,180.18,152.61,198.68,218.28,78.83,115.48,89.66,152.03,139.6,88.07,242.76,194.01,93.97,172.44,94.56,114.05,226.4,170.24,150.3,172.44,61.11,171.88,160.35,132.51,134.67,246.32,183.0,131.18,159.35,60.8,119.63,57.04,170.4,209.47,64.27,63.39,95.04,150.97,210.15,66.52
2015-04-08,20.69,554.66,45.41,9.93,31.0,317.17,147.61,100.77,19.2,81.42,239.2,87.04,109.89,180.2,208.15,70.45,151.35,59.01,62.18,129.25,209.04,145.49,117.72,209.61,206.14,54.91,156.2,98.27,48.4,224.59,180.07,62.33,165.87,148.97,191.35,174.15,117.1,117.72,105.15,144.03,186.01,151.82,202.46,218.0,80.43,116.52,88.1,150.43,137.26,89.83,238.17,194.34,93.36,172.67,94.31,113.4,224.52,169.83,150.65,171.62,60.35,178.06,159.25,130.25,136.78,235.21,185.38,130.29,154.51,60.06,118.38,57.29,171.71,209.58,62.59,62.82,94.66,149.9,201.52,68.42
2015-04-09,19.95,547.3,45.9,10.16,30.25,322.37,153.61,104.84,19.82,82.08,236.55,85.62,110.06,181.27,203.29,69.29,148.69,59.35,62.55,126.27,207.09,151.24,119.92,207.56,201.93,53.51,154.03,98.61,48.12,222.07,178.96,64.62,168.69,145.85,192.15,177.55,118.91,117.53,106.11,144.77,179.69,152.22,198.79,217.47,79.74,117.22,88.8,144.12,140.89,88.09,237.55,190.68,93.09,173.49,95.56,115.79,223.06,170.12,152.73,174.49,60.75,180.07,163.3,129.36,137.88,229.42,182.74,128.19,155.0,58.48,117.11,58.04,170.7,207.13,61.1,60.88,94.4,149.73,204.77,68.59
2015-04-10,20.6,537.86,46.18,9.93,30.32,317.53,155.49,104.64,19.0,83.04,244.95,84.32,111.86,176.91,203.78,69.88,146.08,59.7,62.65,127.79,208.59,152.14,120.56,207.66,204.51,53.32,153.18,95.59,47.48,227.53,178.01,64.53,167.64,150.73,190.95,180.14,117.98,118.89,104.45,143.62,186.19,151.0,197.73,208.94,77.82,118.42,86.48,145.89,140.31,83.06,234.46,186.06,93.64,174.39,93.87,118.79,228.2,174.62,153.61,175.52,60.53,182.48,162.1,130.33,136.82,240.49,181.84,131.49,159.71,57.37,119.26,58.4,173.95,209.67,60.11,60.94,98.91,148.15,199.92,69.89
2015-04-13,21.14,536.77,45.62,9.57,30.53,309.67,152.9,107.62,18.38,81.55,244.38,84.37,114.31,176.0,205.75,71.04,141.59,58.38,65.42,125.94,215.02,153.16,122.09,207.98,199.98,53.7,153.1,90.92,48.17,230.4,178.6,63.72,172.13,151.29,189.94,172.48,122.13,122.63,105.87,142.15,185.12,154.56,202.01,197.26,76.94,118.75,85.49,144.23,135.87,85.29,234.83,189.97,92.36,169.61,95.68,117.66,222.36,175.28,152.04,175.18,60.74,185.63,160.1,131.28,136.2,246.37,178.4,134.95,160.79,56.8,117.45,56.89,171.62,208.83,60.43,62.08,97.44,146.08,192.88,69.83
2015-04-14,21.18,549.63,44.59,9.68,30.89,300.78,155.66,109.16,17.58,79.93,237.04,85.03,110.66,176.93,199.68,71.94,139.47,59.71,67.35,125.24,216.47,155.2,120.98,207.93,200.79,53.88,150.37,93.34,48.82,235.49,179.83,62.58,174.32,152.71,190.49,172.73,121.31,123.59,99.97,140.55,187.04,151.87,211.84,196.98,78.23,117.14,86.01,148.52,136.88,84.82,234.57,189.88,91.46,170.5,96.67,114.06,224.13,175.77,154.15,177.67,59.98,182.71,162.59,125.78,135.07,246.98,184.73,131.71,160.8,57.37,117.74,56.83,173.67,207.38,61.62,61.66,96.52,146.82,191.52,68.33
2015-04-15,20.93,541.94,45.14,9.66,31.12,306.97,152.67,111.96,17.64,80.5,232.22,87.31,109.05,174.66,204.5,71.6,144.11,58.75,68.86,125.01,215.14,159.43,123.72,213.11,206.49,54.22,150.46,93.7,48.82,236.55,182.4,63.82,179.34,153.57,191.21,169.6,117.75,121.22,101.65,144.45,185.35,151.17,209.58,197.96,77.37,120.4,83.4,145.07,136.9,84.98,234.69,192.42,91.99,173.3,100.67,113.63,223.52,178.23,150.17,177.84,60.07,181.83,162.33,128.12,133.91,254.29,184.04,132.39,155.33,57.11,120.85,57.19,172.99,207.14,62.52,63.05,98.49,147.57,196.77,69.82
2015-04-16,20.01,541.36,45.02,9.65,30.77,306.41,147.58,109.29,18.15,82.78,226.82,87.01,109.6,175.47,209.06,71.53,144.37,57.66,71.96,127.33,211.91,164.09,127.12,217.42,202.54,53.87,154.8,93.74,50.2,239.92,185.12,64.27,179.5,154.68,195.39,167.19,120.05,123.91,103.85,144.59,181.65,151.75,209.84,201.68,78.54,120.2,86.08,144.23,132.86,86.15,237.04,194.34,91.0,170.35,99.78,115.95,228.59,179.82,151.05,180.81,60.9,185.03,160.31,123.13,134.17,252.26,183.37,131.09,154.84,59.74,122.59,58.83,170.3,200.53,62.51,61.23,97.07,147.71,195.14,70.16
2015-04-17,19.56,538.08,44.99,9.54,30.94,302.7,150.39,106.88,18.98,83.79,224.08,87.78,111.65,176.02,205.35,73.0,143.29,56.46,70.52,123.22,212.26,166.73,125.21,218.72,199.6,55.06,150.73,93.9,51.8,236.11,191.44,63.59,177.65,152.92,194.36,164.91,122.3,120.78,104.23,143.55,182.56,152.14,205.15,200.45,77.94,122.14,86.09,145.02,130.01,85.66,240.46,195.16,92.37,168.32,97.33,113.83,229.41,180.47,146.14,181.49,60.98,186.44,163.22,123.85,133.44,250.93,184.07,128.03,154.34,58.68,122.32,57.32,173.27,200.6,62.7,60.41,97.87,148.84,194.95,71.59
2015-04-20,20.08,534.15,45.0,9.66,31.07,303.25,152.04,112.76,18.59,83.72,225.1,87.61,112.31,170.61,209.11,72.49,139.81,56.14,73.54,121.3,211.39,170.59,123.09,221.89,202.01,54.17,154.0,93.97,51.98,230.63,190.19,64.45,179.63,152.78,198.74,165.55,123.82,119.21,102.97,143.98,185.36,150.11,202.9,212.43,76.46,122.03,85.61,146.82,133.28,86.31,243.55,195.75,93.94,167.36,100.25,117.61,229.09,181.3,142.76,182.5,61.07,191.47,163.72,126.28,131.67,253.49,180.36,126.88,160.08,60.2,122.73,58.92,171.81,201.21,63.56,59.36,98.25,149.69,189.83,73.15
2015-04-21,19.98,521.13,45.41,9.53,31.29,309.62,151.24,108.35,18.66,82.71,230.76,89.15,110.31,171.26,208.03,70.68,143.18,56.21,75.78,121.24,210.0,170.36,127.35,219.7,203.4,55.12,148.85,95.86,55.62,225.2,191.99,65.88,182.05,151.62,192.84,163.53,119.34,119.8,101.79,142.67,187.87,152.68,205.21,213.67,76.87,123.5,86.1,142.84,131.46,84.64,236.61,202.56,92.2,164.24,98.79,119.73,233.2,180.9,145.92,177.66,62.32,186.64,162.1,119.79,130.66,252.65,176.39,123.27,160.99,61.48,122.87,57.92,172.72,207.67,60.86,59.88,99.15,151.72,186.23,73.15
2015-04-22,19.74,517.79,46.85,9.73,30.76,314.7,146.56,105.52,18.12,80.94,219.65,87.13,110.62,170.25,206.31,71.04,147.22,56.23,78.1,122.11,206.27,174.18,128.06,218.39,204.81,54.42,151.21,94.51,56.5,228.29,194.5,65.06,182.93,149.15,189.17,165.45,120.82,120.27,103.77,144.44,185.69,150.65,204.36,208.83,78.83,120.57,85.79,143.59,127.54,85.32,232.6,198.32,92.14,162.16,96.13,121.22,225.03,182.3,149.18,177.16,61.48,182.92,158.33,118.56,132.59,254.58,170.63,122.47,157.82,60.77,122.6,57.13,174.55,206.27,62.08,60.07,98.73,149.96,187.58,73.2
2015-04-23,20.02,517.35,47.98,9.54,30.4,316.62,145.51,105.83,18.2,81.98,223.97,86.35,112.4,175.74,206.44,72.13,149.53,56.67,79.57,121.24,210.26,175.54,128.3,219.79,207.34,54.56,156.27,94.01,56.19,226.38,193.48,67.54,182.14,148.34,190.87,166.01,119.8,123.41,103.61,146.15,185.79,150.65,203.39,212.46,77.84,116.35,85.34,143.63,128.93,87.04,232.42,204.89,92.38,159.63,97.25,120.58,236.34,183.14,147.77,174.21,61.59,181.17,161.88,118.87,132.07,253.9,173.17,122.51,160.67,61.84,122.24,58.01,182.43,212.6,61.33,60.47,96.45,147.18,187.3,71.25
